isco_08,task_id,title,task_text,score_2025,potential25,potential23,mean_score_2025,source,source_year
4415,5,Filing and Copying Clerks,"Photocopying, scanning or faxing documents.",0.17,Exposed: Gradient 1,The Big Uknown,0.37,reconciled,2025
4416,1,Personnel Clerks,"Updating information on, employment history, salaries, performance evaluations, qualifications and training and leave taken and accumulated;",0.635,Exposed: Gradient 4,Automation Potential,0.6,predicted,2025
4416,2,Personnel Clerks,Initiating records for newly appointed workers and checking records for completeness;,0.615,Exposed: Gradient 4,Automation Potential,0.6,predicted,2025
4416,3,Personnel Clerks,Processing applications for employment and promotions and advising applicants of results;,0.4425,Exposed: Gradient 4,Automation Potential,0.6,predicted,2025
4416,4,Personnel Clerks,Receiving and answering inquiries about employment entitlements and conditions;,0.525,Exposed: Gradient 4,Automation Potential,0.6,predicted,2025
4416,5,Personnel Clerks,Sending out job applications and announcements of job openings and job examinations;,0.6825,Exposed: Gradient 4,Automation Potential,0.6,predicted,2025
4416,6,Personnel Clerks,"Maintaining and updating manual and computerized filing and registration systems, and compiling and preparing reports and documents relating to personnel activities;",0.66,Exposed: Gradient 4,Automation Potential,0.6,predicted,2025
4416,7,Personnel Clerks,Storing and retrieving personnel records and files on request.,0.675,Exposed: Gradient 4,Automation Potential,0.6,predicted,2025
4419,1,Clerical Support Workers Not Elsewhere Classified,"Receiving customers' orders for classified advertising, writing and editing copy, calculating advertising rates and billing customers;",0.6665,Exposed: Gradient 4,Automation Potential,0.63,predicted,2025
4419,2,Clerical Support Workers Not Elsewhere Classified,"Writing business and government correspondence such as replies to requests for information and assistance, damage claims, credit and billing enquiries and service complaints;",0.62,Exposed: Gradient 4,Automation Potential,0.63,predicted,2025
4419,3,Clerical Support Workers Not Elsewhere Classified,"Assisting in the preparation of periodicals, advertisements, catalogues, directories and other material for publication;",0.61,Exposed: Gradient 4,Automation Potential,0.63,predicted,2025
4419,4,Clerical Support Workers Not Elsewhere Classified,"Reading newspapers, magazines, press releases and other publications to locate and file articles of interest to staff and clients.",0.615,Exposed: Gradient 4,Automation Potential,0.63,predicted,2025
5111,1,Travel Attendants and Travel Stewards,"Greeting passengers entering aircraft or ships, checking tickets or boarding passes, and directing them to their seats or berths;",0.265,Not Exposed,Augmentation Potential,0.22,predicted,2025
5111,2,Travel Attendants and Travel Stewards,"Announcing, explaining and demonstrating safety and emergency procedures, such as the use of oxygen masks, seat belts, and life jackets;",0.225,Not Exposed,Augmentation Potential,0.22,predicted,2025
5111,3,Travel Attendants and Travel Stewards,Assembling and serving pre-prepared meals and  beverages;,0.165,Not Exposed,Augmentation Potential,0.22,predicted,2025
5111,4,Travel Attendants and Travel Stewards,Selling duty-free and other goods;,0.3875,Not Exposed,Augmentation Potential,0.22,predicted,2025
5111,5,Travel Attendants and Travel Stewards,"Taking care of general needs and comfort of passengers, answering inquiries, and keeping cabins clean and tidy;",0.15,Not Exposed,Augmentation Potential,0.22,predicted,2025
5111,6,Travel Attendants and Travel Stewards,"Directing and assisting passengers and following prescribed procedures in the event of an emergency, such as evacuating an aircraft following an emergency landing;",0.2175,Not Exposed,Augmentation Potential,0.22,predicted,2025
5111,7,Travel Attendants and Travel Stewards,Verifying that first aid kits and other emergency equipment are in working order;,0.09,Not Exposed,Augmentation Potential,0.22,predicted,2025
5111,8,Travel Attendants and Travel Stewards,Administering first aid to passengers in distress;,0.0849999999999999,Not Exposed,Augmentation Potential,0.22,predicted,2025
5111,9,Travel Attendants and Travel Stewards,"Attending pre-flight briefings concerning weather, altitudes, routes, emergency procedures, crew coordination, lengths of flights, food and beverage services offered, and numbers of passengers;",0.405,Not Exposed,Augmentation Potential,0.22,predicted,2025
5111,10,Travel Attendants and Travel Stewards,Preparing passengers and aircraft for take-off and landing;,0.2,Not Exposed,Augmentation Potential,0.22,predicted,2025
5111,11,Travel Attendants and Travel Stewards,"Determining special assistance needs of passengers such as small children, the elderly, or disabled persons.",0.1775,Not Exposed,Augmentation Potential,0.22,predicted,2025
5112,1,Transport Conductors,"Collecting and issuing tickets, passes or fares, and checking the validity of tickets issued previously;",0.4625,Minimal Exposure,Augmentation Potential,0.25,predicted,2025
5112,2,Transport Conductors,Attending to sleeping-cars and their occupants on passenger trains;,0.175,Minimal Exposure,Augmentation Potential,0.25,predicted,2025
5112,3,Transport Conductors,"Providing assistance with boarding, seating and luggage as required, especially to elderly, sick, or injured people;",0.135,Minimal Exposure,Augmentation Potential,0.25,predicted,2025
5112,4,Transport Conductors,Opening and closing doors for passengers;,0.0925,Minimal Exposure,Augmentation Potential,0.25,predicted,2025
5112,5,Transport Conductors,Performing equipment safety checks prior to departure;,0.2,Minimal Exposure,Augmentation Potential,0.25,predicted,2025
5112,6,Transport Conductors,Signalling to drivers to stop or proceed;,0.175,Minimal Exposure,Augmentation Potential,0.25,predicted,2025
5112,7,Transport Conductors,"Greeting passengers boarding transportation equipment, and announcing routes and stops.",0.29,Minimal Exposure,Augmentation Potential,0.25,predicted,2025
5112,8,Transport Conductors,Ensuring that safety regulations are respected;,0.23,Minimal Exposure,Augmentation Potential,0.25,predicted,2025
5112,9,Transport Conductors,Responding to passengers requests and complaints and providing information about stops and connections;,0.615,Minimal Exposure,Augmentation Potential,0.25,predicted,2025
5112,10,Transport Conductors,Taking appropriate action in case of emergencies or accidents.,0.1175,Minimal Exposure,Augmentation Potential,0.25,predicted,2025
5113,1,Travel Guides,Escorting and guiding tourists on cruises and sightseeing tours;,0.29,Minimal Exposure,The Big Uknown,0.32,predicted,2025
5113,2,Travel Guides,"Escorting visitors through places of interest such as museums, exhibitions, theme parks, factories and other industrial establishments;",0.305,Minimal Exposure,The Big Uknown,0.32,predicted,2025
5113,3,Travel Guides,Describing and providing information on points of interest and exhibits and responding to questions;,0.485,Minimal Exposure,The Big Uknown,0.32,predicted,2025
5113,4,Travel Guides,Conducting educational activities for school children;,0.26,Minimal Exposure,The Big Uknown,0.32,predicted,2025
5113,5,Travel Guides,Monitoring visitors' activities to ensure compliance with establishment or tour regulations and safety practices;,0.285,Minimal Exposure,The Big Uknown,0.32,predicted,2025
5113,6,Travel Guides,"Greeting and registering visitors and tour participants, and issuing any required identification badges or safety devices;",0.435,Minimal Exposure,The Big Uknown,0.32,predicted,2025
5113,7,Travel Guides,"Distributing brochures, showing audiovisual presentations, and explaining procedures and operations at tour sites;",0.305,Minimal Exposure,The Big Uknown,0.32,predicted,2025
5113,8,Travel Guides,"Providing for physical safety of groups, and performing activities such as providing first aid and directing emergency evacuations;",0.12,Minimal Exposure,The Big Uknown,0.32,predicted,2025
5113,9,Travel Guides,"Resolving any problems with tour itineraries, service, or accommodation.",0.385,Minimal Exposure,The Big Uknown,0.32,predicted,2025
5131,1,Waiters,"Setting tables with clean linen, cutlery, crockery and glassware;",0.135,Minimal Exposure,Augmentation Potential,0.28,predicted,2025
5131,2,Waiters,Greeting customers and presenting them with menus and beverage lists;,0.33,Minimal Exposure,Augmentation Potential,0.28,predicted,2025
5131,3,Waiters,Advising on food and beverage choices;,0.33,Minimal Exposure,Augmentation Potential,0.28,predicted,2025
5131,4,Waiters,Taking orders for food and drinks and passing order to kitchen or bar staff;,0.405,Minimal Exposure,Augmentation Potential,0.28,predicted,2025
5131,5,Waiters,Serving food and beverages to clients at tables;,0.17,Minimal Exposure,Augmentation Potential,0.28,predicted,2025
5131,6,Waiters,Clearing tables and returning dishes and cutlery to kitchen;,0.08,Minimal Exposure,Augmentation Potential,0.28,predicted,2025
5131,7,Waiters,"Presenting bills, accepting payment and operating point of sales machines and cash registers.",0.515,Minimal Exposure,Augmentation Potential,0.28,predicted,2025
5132,1,Bartenders,Taking beverage orders from serving staff or directly from patrons;,0.465,Not Exposed,Not affected,0.26,predicted,2025
5132,2,Bartenders,Preparing and serving alcoholic and non-alcoholic drinks at a bar;,0.265,Not Exposed,Not affected,0.26,predicted,2025
5132,3,Bartenders,"Washing used glassware, cleaning and maintaining bar service areas, tea and coffee-making areas and equipment such as espresso machines;",0.1225,Not Exposed,Not affected,0.26,predicted,2025
5132,4,Bartenders,"Collecting payment for sales, operating cash registers and balancing cash receipts;",0.4125,Not Exposed,Not affected,0.26,predicted,2025
5132,5,Bartenders,Tapping kegs and attaching supply lines;,0.1025,Not Exposed,Not affected,0.26,predicted,2025
5132,6,Bartenders,Assisting in keeping bar properly stocked and arranging bottles and glasses;,0.24,Not Exposed,Not affected,0.26,predicted,2025
5132,7,Bartenders,Checking identification of customers to verify age requirements for purchase of alcohol;,0.3675,Not Exposed,Not affected,0.26,predicted,2025
5132,8,Bartenders,"Taking steps to limit problems related to excessive drinking such, as persuading customers to stop drinking, declining further service and ordering transportation;",0.24,Not Exposed,Not affected,0.26,predicted,2025
5132,9,Bartenders,Mixing ingredients to prepare cocktails and other drinks;,0.16,Not Exposed,Not affected,0.26,predicted,2025
5132,10,Bartenders,Serving snacks or other food items to customers at the bar.,0.235,Not Exposed,Not affected,0.26,predicted,2025
